Date, Time start, Time end, Total time (seconds), Time, Duration (seconds), Sleep phase
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 04:42:00,2880,Sono Leve
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 05:30:00,60,Acordado
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 05:31:00,2580,Sono Leve
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 06:14:00,60,Acordado
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 06:15:00,2400,Sono Leve
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 06:55:00,1920,Sono Profundo
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 07:27:00,1140,Sono Leve
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 07:46:00,120,Acordado
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 07:48:00,540,Sono Leve
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 07:57:00,60,Acordado
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 07:58:00,600,Sono Leve
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 08:08:00,60,Acordado
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 08:09:00,480,Sono Leve
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 08:17:00,480,Acordado
2021-10-01,2021-09-30 22:41:00,2021-10-01 08:28:00,35220,2021-10-01 08:25:00,180,Sono Leve
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 00:17:00,660,Sono Leve
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 00:28:00,60,Acordado
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 00:29:00,3060,Sono Profundo
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 01:20:00,1860,Sono Leve
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 01:51:00,3000,Sono Profundo
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 02:41:00,1980,Sono Leve
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 03:14:00,60,Acordado
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 03:15:00,2640,Sono Profundo
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 03:59:00,60,Acordado
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 04:00:00,1320,Sono Leve
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 04:22:00,60,Acordado
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 04:23:00,3900,Sono Leve
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 05:28:00,1260,Sono Profundo
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 05:49:00,1560,Sono Leve
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 06:15:00,300,Acordado
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 06:20:00,240,Sono Leve
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 06:24:00,240,Acordado
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 06:28:00,3180,Sono Leve
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 07:21:00,120,Acordado
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 07:23:00,2040,Sono Leve
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 07:57:00,60,Acordado
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 07:58:00,1260,Sono Leve
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 08:19:00,420,Acordado
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 08:26:00,1140,Sono Leve
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 08:45:00,180,Acordado
2021-09-30,2021-09-30 00:17:00,2021-09-30 09:10:00,31980,2021-09-30 08:48:00,1320,Sono Leve
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 00:35:00,4260,Sono Profundo
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 01:46:00,2220,Sono Leve
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 02:23:00,1920,Sono Profundo
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 02:55:00,120,Sono Leve
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 02:57:00,180,Acordado
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 03:00:00,1620,Sono Profundo
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 03:27:00,960,Sono Leve
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 03:43:00,60,Acordado
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 03:44:00,3840,Sono Profundo
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 04:48:00,1380,Sono Leve
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 05:11:00,60,Acordado
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 05:12:00,660,Sono Leve
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 05:23:00,2160,Sono Profundo
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 05:59:00,5520,Sono Leve
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 07:31:00,60,Acordado
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 07:32:00,1740,Sono Leve
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 08:01:00,60,Acordado
2021-09-29,2021-09-29 00:35:00,2021-09-29 08:20:00,27900,2021-09-29 08:02:00,1080,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 00:14:00,3900,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 01:19:00,60,Acordado
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 01:20:00,1200,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 01:40:00,60,Acordado
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 01:41:00,180,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 01:44:00,1260,Sono Profundo
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 02:05:00,3360,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 03:01:00,1440,Sono Profundo
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 03:25:00,5040,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 04:49:00,60,Acordado
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 04:50:00,360,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 04:56:00,180,Acordado
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 04:59:00,1440,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 05:23:00,180,Acordado
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 05:26:00,600,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 05:36:00,240,Acordado
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 05:40:00,600,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 05:50:00,720,Acordado
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 06:02:00,1680,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 06:30:00,300,Acordado
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 06:35:00,420,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 06:42:00,60,Acordado
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 06:43:00,1080,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 07:01:00,420,Acordado
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 07:08:00,360,Sono Leve
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 07:14:00,60,Acordado
2021-09-28,2021-09-28 00:14:00,2021-09-28 07:18:00,25440,2021-09-28 07:15:00,180,Sono Leve
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-26 22:38:00,1500,Sono Profundo
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-26 23:03:00,60,Sono Leve
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-26 23:04:00,1740,Sono Profundo
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-26 23:33:00,1440,Sono Leve
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-26 23:57:00,60,Acordado
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-26 23:58:00,1800,Sono Leve
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-27 00:28:00,2100,Sono Profundo
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-27 01:03:00,3720,Sono Leve
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-27 02:05:00,2400,Sono Profundo
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-27 02:45:00,6480,Sono Leve
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-27 04:33:00,60,Acordado
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-27 04:34:00,2220,Sono Leve
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-27 05:11:00,1800,Sono Profundo
2021-09-27,2021-09-26 22:38:00,2021-09-27 06:07:00,26940,2021-09-27 05:41:00,1560,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-25 22:56:00,1260,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-25 23:17:00,60,Acordado
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-25 23:18:00,600,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-25 23:28:00,1680,Sono Profundo
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-25 23:56:00,3300,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 00:51:00,2340,Sono Profundo
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 01:30:00,720,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 01:42:00,60,Acordado
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 01:43:00,1860,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 02:14:00,1680,Sono Profundo
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 02:42:00,60,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 02:43:00,1560,Sono Profundo
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 03:09:00,840,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 03:23:00,1500,Sono Profundo
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 03:48:00,2040,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 04:22:00,1860,Sono Profundo
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 04:53:00,9480,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 07:31:00,120,Acordado
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 07:33:00,300,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 07:38:00,420,Acordado
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 07:45:00,240,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 07:49:00,60,Acordado
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 07:50:00,600,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 08:00:00,60,Acordado
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 08:01:00,240,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 08:05:00,60,Acordado
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 08:06:00,240,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 08:10:00,240,Acordado
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 08:14:00,240,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 08:18:00,240,Acordado
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 08:22:00,60,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 08:23:00,120,Acordado
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 08:25:00,600,Sono Leve
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 08:35:00,480,Acordado
2021-09-26,2021-09-25 22:56:00,2021-09-26 09:00:00,36240,2021-09-26 08:43:00,1020,Sono Leve
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-24 23:51:00,1860,Sono Leve
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 00:22:00,2700,Sono Profundo
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 01:07:00,2820,Sono Leve
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 01:54:00,1740,Sono Profundo
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 02:23:00,3840,Sono Leve
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 03:27:00,2280,Sono Profundo
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 04:05:00,1020,Sono Leve
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 04:22:00,120,Acordado
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 04:24:00,1620,Sono Profundo
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 04:51:00,660,Sono Leve
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 05:02:00,60,Acordado
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 05:03:00,660,Sono Leve
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 05:14:00,300,Acordado
2021-09-25,2021-09-24 23:51:00,2021-09-25 05:32:00,20460,2021-09-25 05:19:00,780,Sono Leve
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 00:09:00,1620,Sono Leve
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 00:36:00,60,Acordado
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 00:37:00,1500,Sono Leve
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 01:02:00,1680,Sono Profundo
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 01:30:00,120,Sono Leve
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 01:32:00,1860,Sono Profundo
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 02:03:00,240,Sono Leve
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 02:07:00,60,Acordado
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 02:08:00,2100,Sono Leve
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 02:43:00,1980,Sono Profundo
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 03:16:00,60,Sono Leve
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 03:17:00,1980,Sono Profundo
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 03:50:00,1260,Sono Leve
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 04:11:00,60,Acordado
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 04:12:00,2040,Sono Leve
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 04:46:00,60,Acordado
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 04:47:00,300,Sono Leve
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 04:52:00,600,Acordado
2021-09-23,2021-09-23 00:09:00,2021-09-23 05:08:00,17940,2021-09-23 05:02:00,360,Sono Leve
2021-09-22,2021-09-22 02:39:00,2021-09-22 06:17:00,13080,2021-09-22 02:39:00,900,Sono Leve
2021-09-22,2021-09-22 02:39:00,2021-09-22 06:17:00,13080,2021-09-22 02:54:00,60,Acordado
2021-09-22,2021-09-22 02:39:00,2021-09-22 06:17:00,13080,2021-09-22 02:55:00,360,Sono Leve
2021-09-22,2021-09-22 02:39:00,2021-09-22 06:17:00,13080,2021-09-22 03:01:00,2880,Sono Profundo
2021-09-22,2021-09-22 02:39:00,2021-09-22 06:17:00,13080,2021-09-22 03:49:00,5220,Sono Leve
2021-09-22,2021-09-22 02:39:00,2021-09-22 06:17:00,13080,2021-09-22 05:16:00,60,Acordado
2021-09-22,2021-09-22 02:39:00,2021-09-22 06:17:00,13080,2021-09-22 05:17:00,1380,Sono Leve
2021-09-22,2021-09-22 02:39:00,2021-09-22 06:17:00,13080,2021-09-22 05:40:00,60,Acordado
2021-09-22,2021-09-22 02:39:00,2021-09-22 06:17:00,13080,2021-09-22 05:41:00,300,Sono Leve
2021-09-22,2021-09-22 02:39:00,2021-09-22 06:17:00,13080,2021-09-22 05:46:00,60,Acordado
2021-09-22,2021-09-22 02:39:00,2021-09-22 06:17:00,13080,2021-09-22 05:47:00,1800,Sono Leve
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-20 23:15:00,1080,Sono Leve
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-20 23:33:00,60,Acordado
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-20 23:34:00,300,Sono Leve
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-20 23:39:00,1560,Sono Profundo
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 00:05:00,60,Sono Leve
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 00:06:00,2820,Sono Profundo
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 00:53:00,3600,Sono Leve
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 01:53:00,60,Acordado
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 01:54:00,180,Sono Leve
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 01:57:00,1560,Sono Profundo
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 02:23:00,600,Sono Leve
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 02:33:00,2520,Sono Profundo
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 03:15:00,300,Sono Leve
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 03:20:00,60,Acordado
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 03:21:00,3900,Sono Leve
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 04:26:00,60,Acordado
2021-09-21,2021-09-20 23:15:00,2021-09-21 05:05:00,21000,2021-09-21 04:27:00,2280,Sono Leve
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 02:19:00,240,Sono Leve
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 02:23:00,60,Acordado
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 02:24:00,1800,Sono Leve
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 02:54:00,120,Acordado
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 02:56:00,360,Sono Leve
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 03:02:00,60,Acordado
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 03:03:00,480,Sono Leve
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 03:11:00,60,Acordado
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 03:12:00,2100,Sono Leve
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 03:47:00,240,Acordado
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 03:51:00,540,Sono Leve
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 04:00:00,120,Acordado
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 04:02:00,120,Sono Leve
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 04:04:00,60,Acordado
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 04:05:00,60,Sono Leve
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 04:06:00,60,Acordado
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 04:07:00,1260,Sono Leve
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 04:28:00,60,Acordado
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 04:29:00,420,Sono Leve
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 04:36:00,120,Acordado
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 04:38:00,60,Sono Leve
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 04:39:00,120,Acordado
2021-09-20,2021-09-20 02:19:00,2021-09-20 04:51:00,9120,2021-09-20 04:41:00,600,Sono Leve
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 01:51:00,7560,Sono Leve
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 03:57:00,180,Acordado
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 04:00:00,360,Sono Leve
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 04:06:00,60,Acordado
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 04:07:00,900,Sono Leve
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 04:22:00,60,Acordado
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 04:23:00,360,Sono Leve
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 04:29:00,1260,Acordado
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 04:50:00,1740,Sono Leve
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 05:19:00,60,Acordado
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 05:20:00,240,Sono Leve
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 05:24:00,60,Acordado
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 05:25:00,2040,Sono Leve
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 05:59:00,60,Acordado
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 06:00:00,1380,Sono Leve
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 06:23:00,1200,Acordado
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 06:43:00,600,Sono Leve
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 06:53:00,60,Acordado
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 06:54:00,840,Sono Leve
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 07:08:00,120,Acordado
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 07:10:00,660,Sono Leve
2021-09-19,2021-09-19 01:51:00,2021-09-19 07:54:00,21780,2021-09-19 07:21:00,60,Acordado
